filename,type,custom_prompt,shorthand_notes
A-stability-image1.jpg,stability,How far out from the stack does the book have to be for it to fall?,15 cm
A-stability-image2.jpg,stability,When the bat just falls off, how far will the bat be extending from the edge?,34 cm
A-stability-image3.jpg,stability,At what distance from the wall does the base of the bat have to be for it to fall?,70 cm
A-stability-image4.jpg,stability,"Continuing with the same pattern, adding how many more books will make the structure fall?",2 books
A-fit-image1.jpg,fit,F06,Yes
A-fit-image2.jpg,fit,F06,No
A-fit-image3.jpg,fit,F07,Yes
A-fit-image4.jpg,fit,F07,No
A-fit-image5.jpg,fit,F07,Yes
B-angle-image1.jpg,angle,A01,52.8 degree
B-angle-image2.jpg,angle,A01,55 degree
B-angle-image3.jpg,angle,A01,44 degree
B-angle-image4.jpg,angle,A01,41.45 degree
B-angle-image5.jpg,angle,A01,58 degree
B-angle-image6.jpg,angle,A02,6.05 degree
B-angle-image7.jpg,angle,A01,27.5 degree
B-angle-image8.jpg,angle,A01,77.5 degree
B-angle-image9.jpg,angle,A01,64 degree
B-angle-image10.jpg,angle,A01,27 degree
B-angle-image11.jpg,angle,A01,25 degree
B-angle-image12.jpg,angle,A01,24.2 degree
B-angle-image13.jpg,angle,A01,30 degree
B-angle-image14.jpg,angle,A01,62.6 degree
B-angle-image15.jpg,angle,A01,106.9 degree
B-angle-image16.jpg,angle,A01,50.50 degree
B-angle-image17.jpg,angle,A01,59 degree
B-angle-image18.jpg,angle,A02,128.57 degree
B-angle-image19.jpg,angle,A01,78.4 degree
B-angle-image20.jpg,angle,A01,24 degree
B-fit-image1.jpg,fit,F01,No
B-fit-image2.jpg,fit,F06,No
B-fit-image3.jpg,fit,F07,No
B-fit-image4.jpg,fit,F07,Yes
B-fit-image6.jpg,fit,F07,Yes
B-stability-image2.jpg,stability,S01,2.6 cm
B-stability-image3.jpg,stability,Estimate the minimum angle by which to rotate the object marked in red for it to become stable.,13 degree
B-stability-image4.jpg,stability,S03,45 degree
B-stability-image5.jpg,stability,S01,4.5 cm
B-stability-image6.jpg,stability,S02,5 cm
B-stability-image7.jpg,stability,S04,28 degree
B-stability-image8.jpg,stability,Estimate the minimum weight (marked in blue) that can be taken off to make the object in the red bounding box fall. (weights: 20g 20g 50g 100g),90 grams
B-stability-image9.jpg,stability,Estimate the minimum weight (marked in blue) that can be put on the object in the red boudngin box to make it fall. (weights: 10g 20g 20g 50g 100g),50 grams
B-stability-image10.jpg,stability,S01,2.5 cm
B-stability-image11.jpg,stability,Estimate how many more blocks can be added to the stack in the same pattern for it to fall.,3 blocks
B-stability-image12.jpg,stability,S02,3.5 cm
B-stability-image13.jpg,stability,S05,2 cm
B-stability-image14.jpg,stability,S06,50 degree
B-stability-image15.jpg,stability,S05,9.5 cm
B-liquid_volume-image1.jpg,liquid_volume,Estimate the volume of the object in the red bounding box.,236436 mL
B-weight-image1.jpg,weight,Estimate the weight of the objects in the red boudning box.,8000 grams
B-weight-image2.jpg,weight,W06,13400 grams
B-weight-image3.jpg,weight,W06,18100 grams
B-weight-image4.jpg,weight,W06,5000 grams
B-weight-image5.jpg,weight,W06,4000 grams
filename,type,custom_prompt,shorthand_notes
M-angle-image1.jpg,angle,A03,120 degree
M-angle-image10.jpg,angle,A01,17.5 degree
M-angle-image11.jpg,angle,A01,70.95 degree
M-angle-image12.jpg,angle,A01,22 degree
M-angle-image13.jpg,angle,A03,130 degree
M-angle-image2-pov2.jpg,angle,A03,125 degree
M-angle-image2.jpg,angle,A03,125 degree
M-angle-image3.jpg,angle,A03,18.85 degree
M-angle-image4.jpg,angle,A03,150 degree
M-angle-image5.jpg,angle,A01,25 degree
M-angle-image6.jpg,angle,A01,25 degree
M-angle-image7.jpg,angle,A03,130 degree
M-angle-image8.jpg,angle,A03,7.7 degree
M-angle-image9.jpg,angle,A03,145 degree
M-fit-image10-pov2.jpg,fit,F07,Yes
M-fit-image10-pov3.jpg,fit,F07,Yes
M-fit-image10.jpg,fit,F07,Yes
M-fit-image11-pov2.jpg,fit,F07,Yes
M-fit-image11.jpg,fit,F07,Yes
M-fit-image12.jpg,fit,F07,Yes
M-fit-image13-pov2.jpg,fit,F06,Yes
M-fit-image13.jpg,fit,F06,Yes
M-fit-image14.jpg,fit,F06,Yes
M-fit-image15.jpg,fit,F07,Yes
M-fit-image16.jpg,fit,F06,Yes
M-fit-image17-pov2.jpg,fit,F01,Yes
M-fit-image17.jpg,fit,F01,Yes
M-fit-image18-pov2.jpg,fit,F01,No
M-fit-image18.jpg,fit,F01,No
M-fit-image19.jpg,fit,F06,Yes
M-fit-image2.jpg,fit,F06,Yes
M-fit-image21.jpg,fit,F06,No
M-fit-image22.jpg,fit,F07,Yes
M-fit-image23.jpg,fit,F06,Yes
M-fit-image4.jpg,fit,F06,Yes
M-fit-image5.jpg,fit,F06,Yes
M-fit-image6.jpg,fit,F06,No
M-fit-image7.jpg,fit,F07,Yes
M-fit-image8-pov2.jpg,fit,F07,Yes
M-fit-image8.jpg,fit,F07,Yes
M-fit-image9.jpg,fit,F07,Yes
M-liquid_volume-image1.jpg,liquid_volume,L01,320 mL
M-stability-image2.jpg,stability,S02,7 cm
M-stability-image3.jpg,stability,S02,2 cm
M-stability-image6.jpg,stability,Estimate the distance the object in the red bounding box needs to be moved inwards to avoid falling.,3 cm
M-stability-image7.jpg,stability,S02,2.5 cm
M-stability-image8.jpg,stability,S02,55 cm
M-stability-image9.jpg,stability,S02,26 cm
M-stability-image10.jpg,stability,S02,3.5 cm
M-stability-image11.jpg,stability,S02,16 cm
M-stability-image13.jpg,stability,S06,56.4 degree
M-stability-image14.jpg,stability,S02,14 cm
M-stability-image15.jpg,stability,S07,40 mL
M-stability-image16.jpg,stability,S07,200 mL
M-stability-image18.jpg,stability,S09,100 mL
M-stability-image19.jpg,stability,S01,163 grams
M-stability-image20.jpg,stability,S02,18 cm
